VACS01   Vacancies and Unemployment,,,,,,,,
,,,,,,"United Kingdom (thousands), seasonally adjusted",,
,,,,,,,,
,,All Vacancies1 (thousands),Unemployment2 (thousands),Number of unemployed people per vacancy,,,,
,,AP2Y,MGSC,JPC5,,,,
,,,,,,,,
Mar-May 2010,,479,2508,5.2,,,,
Apr-Jun 2010,,484,2488,5.1,,,,
May-Jul 2010,,479,2488,5.2,,,,
Jun-Aug 2010,,461,2476,5.4,,,,
Jul-Sep 2010,,455,2470,5.4,,,,
Aug-Oct 2010,,455,2513,5.5,,,,
Sep-Nov 2010,,474,2502,5.3,,,,
Oct-Dec 2010,,483,2503,5.2,,,,
Nov-Jan 2011,,495,2524,5.1,,,,
Dec-Feb 2011,,490,2492,5.1,,,,
Jan-Mar 2011,,483,2483,5.1,,,,
Feb-Apr 2011,,472,2462,5.2,,,,
Mar-May 2011,,461,2500,5.4,,,,
Apr-Jun 2011,,460,2540,5.5,,,,
May-Jul 2011,,457,2556,5.6,,,,
Jun-Aug 2011,,462,2611,5.7,,,,
Jul-Sep 2011,,464,2662,5.7,,,,
Aug-Oct 2011,,467,2677,5.7,,,,
Sep-Nov 2011,,462,2713,5.9,,,,
Oct-Dec 2011,,465,2689,5.8,,,,
Nov-Jan 2012,,476,2674,5.6,,,,
Dec-Feb 2012,,473,2655,5.6,,,,
Jan-Mar 2012,,467,2635,5.6,,,,
Feb-Apr 2012,,465,2625,5.6,,,,
Mar-May 2012,,470,2599,5.5,,,,
Apr-Jun 2012,,474,2577,5.4,,,,
May-Jul 2012,,479,2600,5.4,,,,
Jun-Aug 2012,,483,2551,5.3,,,,
Jul-Sep 2012,,487,2539,5.2,,,,
Aug-Oct 2012,,490,2534,5.2,,,,
Sep-Nov 2012,,493,2532,5.1,,,,
Oct-Dec 2012,,501,2535,5.1,,,,
Nov-Jan 2013,,503,2537,5.0,,,,
Dec-Feb 2013,,505,2584,5.1,,,,
Jan-Mar 2013,,506,2540,5.0,,,,
Feb-Apr 2013,,515,2525,4.9,,,,
Mar-May 2013,,522,2511,4.8,,,,
Apr-Jun 2013,,533,2515,4.7,,,,
May-Jul 2013,,539,2492,4.6,,,,
Jun-Aug 2013,,536,2504,4.7,,,,
Jul-Sep 2013,,547,2483,4.5,,,,
Aug-Oct 2013,,552,2404,4.4,,,,
Sep-Nov 2013,,567,2340,4.1,,,,
Oct-Dec 2013,,573,2357,4.1,,,,
Nov-Jan 2014,,584,2340,4.0,,,,
Dec-Feb 2014,,596,2256,3.8,,,,
Jan-Mar 2014,,616,2212,3.6,,,,
Feb-Apr 2014,,639,2161,3.4,,,,
Mar-May 2014,,653,2112,3.2,,,,
Apr-Jun 2014,,661,2061,3.1,,,,
May-Jul 2014,,669,2010,3.0,,,,
Jun-Aug 2014,,681,1972,2.9,,,,
Jul-Sep 2014,,686,1961,2.9,,,,
Aug-Oct 2014,,702,1953,2.8,,,,
Sep-Nov 2014,,702,1924,2.7,,,,
Oct-Dec 2014,,708,1870,2.6,,,,
Nov-Jan 2015,,712,1858,2.6,,,,
Dec-Feb 2015,,722,1840,2.5,,,,
Jan-Mar 2015,,730,1826,2.5,,,,
Feb-Apr 2015,,726,1813,2.5,,,,
Mar-May 2015,,727,1848,2.5,,,,
Apr-Jun 2015,,730,1849,2.5,,,,
May-Jul 2015,,741,1822,2.5,,,,
Jun-Aug 2015,,742,1779,2.4,,,,
Jul-Sep 2015,,741,1760,2.4,,,,
Aug-Oct 2015,,741,1715,2.3,,,,
Sep-Nov 2015,,741,1687,2.3,,,,
Oct-Dec 2015,,746,1688,2.3,,,,
Nov-Jan 2016,,750,1684,2.2,,,,
Dec-Feb 2016,,748,1700,2.3,,,,
Jan-Mar 2016,,748,1687,2.3,,,,
Feb-Apr 2016,,742,1666,2.2,,,,
Mar-May 2016,,745,1648,2.2,,,,
Apr-Jun 2016,,746,1643,2.2,,,,
May-Jul 2016,,747,1635,2.2,,,,
Jun-Aug 2016,,752,1668,2.2,,,,
Jul-Sep 2016,,753,1618,2.1,,,,
Aug-Oct 2016,,765,1613,2.1,,,,
Sep-Nov 2016,,758,1602,2.1,,,,
Oct-Dec 2016,,755,1585,2.1,,,,
Nov-Jan 2017,,748,1573,2.1,,,,
Dec-Feb 2017,,764,1550,2.0,,,,
Jan-Mar 2017,,771,1527,2.0,,,,
Feb-Apr 2017,,791,1520,1.9,,,,
Mar-May 2017,,786,1489,1.9,,,,
Apr-Jun 2017,,786,1485,1.9,,,,
May-Jul 2017,,784,1457,1.9,,,,
Jun-Aug 2017,,793,1452,1.8,,,,
Jul-Sep 2017,,800,1429,1.8,,,,
Aug-Oct 2017,,812,1422,1.8,,,,
Sep-Nov 2017,,819,1437,1.8,,,,
Oct-Dec 2017,,820,1463,1.8,,,,
Nov-Jan 2018,,817,1451,1.8,,,,
Dec-Feb 2018,,814,1419,1.7,,,,
Jan-Mar 2018,,815,1417,1.7,,,,
Feb-Apr 2018,,811,1416,1.7,,,,
Mar-May 2018,,821,1408,1.7,,,,
Apr-Jun 2018,,832,1362,1.6,,,,
May-Jul 2018,,837,1358,1.6,,,,
Jun-Aug 2018,,842,1363,1.6,,,,
Jul-Sep 2018,,846,1377,1.6,,,,
Aug-Oct 2018,,864,1373,1.6,,,,
Sep-Nov 2018,,862,1370,1.6,,,,
Oct-Dec 2018,,856,1363,1.6,,,,
Nov-Jan 2019,,855,1338,1.6,,,,
Dec-Feb 2019,,847,1343,1.6,,,,
Jan-Mar 2019,,845,1304,1.5,,,,
Feb-Apr 2019,,840,1312,1.6,,,,
Mar-May 2019,,835,1300,1.6,,,,
Apr-Jun 2019,,822,1332,1.6,,,,
May-Jul 2019,,821,1321,1.6,,,,
Jun-Aug 2019,,815,1328,1.6,,,,
Jul-Sep 2019,,818,1325,1.6,,,,
Aug-Oct 2019,,813,1300,1.6,,,,
Sep-Nov 2019,,809,1313,1.6,,,,
Oct-Dec 2019,,811,1283,1.6,,,,
Nov-Jan 2020,,812,1341,1.7,,,,
Dec-Feb 2020,,819,1364,1.7,,,,
Jan-Mar 2020,,795,1411,1.8,,,,
Feb-Apr 2020,,637,1400,2.2,,,,
Mar-May 2020,,471,1408,3.0,,,,
Apr-Jun 2020,,328,1390,4.2,,,,
May-Jul 2020,,369,1488,4.0,,,,
Jun-Aug 2020,,428,1579,3.7,,,,
Jul-Sep 2020,,490,1688,3.4,,,,
Aug-Oct 2020,,535,1758,3.3,,,,
Sep-Nov 2020,,560,1782,3.2,,,,
Oct-Dec 2020,,602,1791,3.0,,,,
Nov-Jan 2021,,617,1761,2.9,,,,
Dec-Feb 2021,,621,1718,2.8,,,,
Jan-Mar 2021,,626,1667,2.7,,,,
Feb-Apr 2021,,659,1640,2.5,,,,
Mar-May 2021,,764,1628,2.1,,,,
Apr-Jun 2021,,867,1589,1.8,,,,
May-Jul 2021,,968,1564,1.6,,,,
Jun-Aug 2021,,1052,1545,1.5,,,,
Jul-Sep 2021,,1125,1497,1.3,,,,
Aug-Oct 2021,,1198,1473,1.2,,,,
Sep-Nov 2021,,1223,1435,1.2,,,,
Oct-Dec 2021,,1243,1426,1.1,,,,
Nov-Jan 2022,,1250,1402,1.1,,,,
Dec-Feb 2022,,1267,1335,1.1,,,,
Jan-Mar 2022,,1276,1292,1.0,,,,
Feb-Apr 2022,,1291,1307,1.0,,,,
Mar-May 2022,,1300,1281,1.0,,,,
Apr-Jun 2022,,1290,1298,1.0,,,,
May-Jul 2022,,1263,1242,1.0,,,,
Jun-Aug 2022,,1244,1231,1.0,,,,
Jul-Sep 2022,,1222,1275,1.0,,,,
Aug-Oct 2022,,1208,1316,1.1,,,,
Sep-Nov 2022,,1167,1330,1.1,,,,
Oct-Dec 2022,,1138,1350,1.2,,,,
Nov-Jan 2023,,1114,1335,1.2,,,,
Dec-Feb 2023,,1112,1376,1.2,,,,
Jan-Mar 2023,,1104,1389,1.3,,,,
Feb-Apr 2023,,1075,1350,1.3,,,,
Mar-May 2023,,1043,1396,1.3,,,,
Apr-Jun 2023,,1025,1472,1.4,,,,
May-Jul 2023,,1010,1511,1.5,,,,
Jun-Aug 2023,,988,1487,1.5,,,,
Jul-Sep 2023,,973,1428,1.5,,,,
Aug-Oct 2023,,952,1397,1.5,,,,
Sep-Nov 2023,,948,1373,1.4,,,,
Oct-Dec 2023,,924,1339,1.4,,,,
Nov-Jan 2024,,916,1414,1.5,,,,
Dec-Feb 2024,,904,1460,1.6,,,,
Jan-Mar 2024,,905,1513,1.7,,,,
Feb-Apr 2024,,892,1524,1.7,,,,
Mar-May 2024,,886,1549,1.7,,,,
Apr-Jun 2024,,870,1467,1.7,,,,
May-Jul 2024,,863,1480,1.7,,,,
Jun-Aug 2024,,847,1440,1.7,,,,
Jul-Sep 2024,,832,1507,1.8,,,,
Aug-Oct 2024,,822,1505,1.8,,,,
Sep-Nov 2024,,807,1560,1.9,,,,
Oct-Dec 2024,(r),803,1552,1.9,,,,
Nov-Jan 2025,,804,1545,1.9,,,,
Dec-Feb 2025,,799,1574,2.0,,,,
Jan-Mar 2025,,783,1614,2.1,,,,
Feb-Apr 2025,,762,1640,2.2,,,,
Mar-May 2025,,739,1673,2.3,,,,
Apr-Jun 2025,,726,1672,2.3,,,,
May-Jul 2025,,722,1674,2.3,,,,
Jun-Aug 2025,,731,1737,2.4,,,,
Jul-Sep 2025,(r),725,1789,2.5,,,,
Aug-Oct 2025,(r),726,1832,2.5,,,,
Sep-Nov 2025,(r),728,1840,2.5,,,,
Oct-Dec 2025,(p),734,..,..,,,,
,,,,,,,,
,,,,,,Data source: ONS Vacancy Survey/ Labour Force Survey,,
,,,,,,"Vacancy Survey enquiries: vacancy.survey@ons.gov.uk, 01633 456776",,
"1. Excludes Agriculture, Forestry and Fishing.",,,,,,,,
2. Unemployment estimates are produced from the Labour Force Survey and are always one period behind the ONS Vacancy Survey estimates. ,,,,,,,,
.. Data not available,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
